title,score
劇場版 BEM ～BECOME HUMAN～,3.4
New Order（英題）,3.6
不夜城の男,3.6
仕事と日（塩尻たよこと塩谷の谷間で),3.9
The Human Voice（原題）,-
TOKYO TELEWORK FILM,3.8
the believers ビリーバーズ,3.5
in-side-out,3.2
トラブル・ウィズ・ビーイング・ボーン,3.0
ゲキ×シネ「偽義経冥界歌」,4.0
リッチな僕が恋したら,3.1
息子の面影,3.9
世界一初恋　プロポーズ編,3.6
鬼ガール！！,3.2
花のあとさき　ムツばあさんの歩いた道,4.2
Falling（原題）,3.5
TOKYO TELEPATH 2020,3.6
Resistance（原題）,3.3
空はどこにある,3.8
ケアニン　こころに咲く花,4.0
ベビーシッターのモンスターハンティング・ガイド,3.1
A Christmas Carol（原題）,-
オールデイ・アンド・ア・ナイト: 終身刑となった僕,3.4
AK-47 最強の銃　誕生の秘密,3.4
癒しのこころみ~自分を好きになる方法~,3.1
河童の女,3.3
Honest Thief（原題）,3.3
劇場版　ひみつ×戦士　ファントミラージュ！~映画になってちょーだいします~,3.5
天才画家ダ・ヴィンチのすべて,3.6
バレエ: 未来への扉,3.9
さよなら、ティラノ,-
完全なる飼育 etude,3.6
マーク・オブ・ザ・デビル,2.2
心霊喫茶「エクストラ」の秘密-The Real Exorcist-,2.9
Wild Mountain Thyme（原題）,3.4
Irresistible（原題）,3.1
The Nest（原題）,3.7
イエスかノーか半分か,3.8
阪神タイガース THE MOVIE 猛虎神話集,3.4
Shadowed（原題）,3.4
The Eyes of Tammy Faye（原題）,-
Laal Singh Chaddha（原題）,-
Cut Throat City（原題）,2.8
荒野のコトブキ飛行隊 完全版,3.6
ディック・ジョンソンの死,3.9
＃フォロー・ミー,2.8
ゲキ×シネ「けむりの軍団」,4.1
⼭猫は眠らない8 暗殺者の終幕,3.3
魔進戦隊キラメイジャー エピソードZERO,3.0
わたしは元気,4.2
巨蟲列島,2.5
zk／頭脳警察50 未来への鼓動,3.8
蒼穹のファフナー THE BEYOND 第七話・第八話・第九話,4.3
映画 おかあさんといっしょ すりかえかめんをつかまえろ！,3.4
アップル,3.8
The Photograph（原題）,3.6
JUST ANOTHER,3.9
ノー・チョイス,3.6
The Doorman（原題）,3.2
セガvs.任天堂 Console Wars,3.5
Omniboat: A Fast Boat Fantasia（原題）,3.9
ヘル・フィールド ナチスの戦城,3.4
ほら、ここにいるよ　このちきゅうでくらすためのメモ,3.7
エージェント：ライオン,3.2
The Tax Collector（原題）,2.9
モンスターストライク THE MOVIE ルシファー 絶望の夜明け,3.4
悲しき天使,3.2
あるアスリートの告発,3.8
Nine Days（原題）,3.5
ストーカー 3日目の逆襲,3.1
I Still Believe（原題）,3.2
カム・アンド・ゴー,3.8
大阪少女,3.6
Fatman（原題）,3.1
フリーダ・カーロに魅せられて,3.6
ループ,3.5
すべてをかけて：民主主義を守る戦い,4.1
映画 人間椅子 バンド生活三十年,3.8
リトル・ガール,3.8
劇場特別版　カフカの東京絶望日記,3.6
今日もまたクリスマス・イヴ,3.7
海が青くなるまで泳ぐ,3.5
あなたみたいに、なりたくない。,2.7
バイク泥棒,3.3
人体のサバイバル！,3.2
ゼイ・リーチ-未知からの侵略者-,2.6
Let Him Go（原題）,3.5
特別上映版 ワールドトリガー2nd シーズン,4.1
ディヴィジョン,3.0
映画おしりたんてい テントウムシいせきの なぞ,3.3
サイコハウス 血を誘う家,3.0
無聲,3.7
LA発オリジナルズ ～チカーノ・パワー～,3.9
おかあさんの被爆ピアノ,3.6
目指せ! スーパースター,3.2
ナイト・サバイバー,2.1
フィニアスとファーブ／ザ・ムービー：キャンディス救出大作戦,3.9
誘惑は死の香り,2.7
サラ・クーパーのすべて順調,3.0
ハンディキャップ・キャンプ: 障がい者運動の夜明け,3.9
Last and First Men（原題）,3.8
LOVE STAGE!!,3.9
Becky（原題）,3.3
French Exit（原題）,3.5
夜明けを信じて。,3.6
フィルムに宿る魂,3.0
愛してるよバカ,3.3
The Souvenir: Part II（原題）,-
セイフティ 最高の兄弟,4.0
マリアの旅,3.5
いけいけ！バカオンナ～我が道を行け～,3.5
結婚は慎重に！,3.5
Valley Girl（原題）,2.4
American Utopia（原題）,4.5
土と血,2.9
ファミリー・クライム –ある家族の過ち–,3.5
夜明け,2.4
感謝離 ずっと一緒に,3.7
足を探して,3.5
ゴーカーツ,3.5
のさりの島,-
殻を破る,3.8
機械仕掛けの君,3.1
映画　ねこねこ日本史　龍馬のはちゃめちゃタイムトラベルぜよ！,3.2
Visit（英題）,3.7
Made in Italy（原題）,2.0
Superintelligence（原題）,3.3
ラヴ・アフェアズ,3.5
戦車闘争,3.8
強がりカポナータ,4.0
Lost Girls and Love Hotels（原題）,2.7
My Salinger Year（原題）,2.5
「宇宙戦艦ヤマト」という時代　西暦2202年の選択,4.7
ガールズ・リベンジ,3.1
A l’abordage（原題）,3.9
劇場版 声優男子ですが・・・？ ～これからの声優人生の話をしよう～,3.6
The Best Is Yet To Come（英題）,3.8
グンジャン・サクセナ －夢にはばたいて－,3.8
Pixie（原題）,2.6
ライジング・ハイ,3.0
ある職場／些細なこだわり,3.5
チャンケ：よそ者,3.7
生きる、理屈,3.7
内なる獣性,2.9
チンパンジー属,3.3
シークレット・ランナー,2.8
バイバイ、ヴァンプ,1.8
屋根裏の巳已己,4.1
スプリンパン　まえへすすもう！,2.8
THE ORAL CIGARETTES「PARASITE DEJAVU THE MOVIE」 Live Documentary 纏繞の光景,4.8
ドラゴンハート -明日への希望-,2.6
HERO〜2020〜,2.8
バースト・マシンガール／マシンガール DEAD OR ALIVE,3.3
老人スパイ,3.2
The Empty Man（原題）,1.5
The Secrets We Keep（原題）,2.6
親愛なる同志たちへ,3.6
Songbird（原題）,2.5
シン・ランペイジ 巨獣大決戦,2.3
リスタート,-
そそがれ,3.2
Showtime（原題）,-
Unpregnant（原題）,3.3
アナザー・ワールド 異次元の怪物,3.0
Le Cerveau - セルヴォ -,2.2
モラル・オーダー,3.4
スピードキューバーズ: 世界を見据えて,3.7
スモーキー・アンド・ビター,5.0
グリザイア：ファントムトリガー THE ANIMATION スターゲイザー,3.7
ミセス・シリアルキラー,2.9
大綱引の恋,3.5
An American Pickle（原題）,2.8
Downhill（原題）,2.7
恐怖のアンソロジー,2.5
スレート,3.2
リバー,2.5
シークレット・ソサエティ ～王家第二子 秘密結社～,3.4
ジュゼップ,3.3
TOKYOドラゴン飯店,3.1
赤い惑星,3.9
ノットゥルノ／夜,3.2
ゴッドマザー,3.2
白爪草,4.1
アルマゲドン2020,1.6
オマールの父,3.4
フェイス・ベースド ダメ男ふたりが人生で一発逆転する方法,3.0
The Policeman's Lineage（英題）,3.6
赦し,3.2
Zola（原題）,4.0
劇場版HAYABUSA２〜REBORN,3.8
エイリアンとの交信を追い求めて,3.2
フィン,4.1
愛しい存在,3.4
オロトゥーレ,3.4
ソル・レヴァンテ,2.9
はぐれアイドル 地獄変,3.3
遺灰との旅,3.3
The Call（原題）,3.5
突然失礼致します！,4.3
辰巳,-
Wendy（原題）,3.7
昨日より赤く明日より⻘く-CINEMA FIGHTERS project-,-
二月,3.4
Mogul Mowgli（原題）,4.0
ザ・シックス・ビリオン・ダラー・マン（原題）,-
鈴木さん,3.4
第一炉香,3.6
へんしんっ！,3.8
人生はあるがままに,3.2
父、兵士、その息子,4.0
ハピネスは続く：ジョナス・ブラザーズ コンサート,4.0
悪の絵,3.2
アンダーワールド 新種襲来,1.9
あこがれの空の下　教科書のない小学校の一年,4.1
She Dies Tomorrow（原題）,2.9
コケシ・セレナーデ,3.5
狭霧の國,3.4
La France contre les robots（原題）,3.5
ファン・ガール,3.0
恋唄1980,3.2
マジックに魅せられて,3.8
The Salt of Tears（英題）,2.9
Don't Tell A Soul（原題）,3.0
吉祥寺ゴーゴー,3.7
The Broken Hearts Gallery（原題）,3.4
デッドヒート,2.3
恋の墓,3.4
ヤルタ会談オンライン,2.9
Siberia（原題）,2.3
ディープロジック,3.6
ムチノセカイ,3.6
平静,2.7
The Craft: Legacy（原題）,3.0
閉じ込めた吐息,-
シークレット・ウォー　ナチス極秘計画,2.6
ボディカメラ,2.8
ダンシング・マリー,-
folklore ロングポンド・スタジオ・セッション,4.2
Dear Santa（原題）,-
初仕事,3.3
ドリー・パートンのクリスマス・オン・ザ・スクエア,3.2
再会の奈良,3.4
アフター・ラヴ,3.8
Winny,-
ムーラン　戦場の花,2.5
劇場版ほんとうにあった怖い話2020 呪われた家,2.1
マスカ ～夢と幸せの味～,3.5
普通に死ぬ　いのちの自立,3.8
ネズラ 1964,3.1
現在地はいづくなりや　映画監督東陽一,3.8
アラヤ,3.2
シングル・フレンズ 〜そんな恋愛やめちゃえば?〜,2.9
"Love, Weddings & Other Disasters（原題）",-
Little Fish（原題）,3.0
デート・ア・バレット　ナイトメア・オア・クイーン,3.2
ハチとパルマの物語,-
迂闊な犯罪,3.5
やむなきこと,2.7
スカイ・ミッション,2.2
スウェット,3.1
The Stand In（原題）,-
メビウスの悪女 赤い部屋,3.1
もしもあたしたちがサイサイじゃなかったら。,3.5
劇場版 ヨナス・カウフマン ウィーンコンサート,3.9
move / 2020,2.9
まるだせ金太狼,2.3
アルム,3.9
ハクション!,3.3
異物,-
エイリアン・Xマス,3.2
アルティメット・ソルジャー,2.1
The Trip to Greece（原題）,3.0
思い出たち,3.4
ディメンション,2.6
Challenged チャレンジド,3.6
Death of Me（原題）,2.1
Blithe Spirit（原題）,-
やわらかい季節,3.2
蛾の光,2.8
照射されたものたち,3.3
クイーンギャング 怒りのリベンジ・ライド,2.0
とってもゴースト,1.0
冬のほつれまで,3.4
Pig（原題）,-
Connected（原題）,-
メグ・ライオン,3.0
WAVE!! サーフィンやっぺ!!　第一章,3.5
ジャパニーズ スタイル Japanese Style,-
This is Tokyo,3.0
Titane（原題）,-
制作・出演陣が語るボーイズ・イン・ザ・バンド,3.6
親知らず,3.3
のびた関係,3.8
HITOMA,3.4
Wander Darkly（原題）,3.9
Last Words（原題）,-
ドリーム・ビルダーズ ミナと秘密の夢工場,3.2
Fatima（原題）,3.4
それいけ！アンパンマン　ふわふわフワリ―と雲の国,-
ヒロシマ・ナガサキ：75年前の真実,3.1
How to Be a Good Wife（英題）,3.5
いちご飴,3.1
音楽家,3.3
One Second（英題）,3.5
Chhapaak（原題）,-
遠上恵未(24),3.4
シネマ歌舞伎 廓文章　吉田屋,4.0
セヴンティーン,2.8
Showbiz Kids（原題）,3.5
家庭裁判所　第3H法廷,3.3
隔離,3.2
Target Number One（原題）,3.0
適応,-
応天門の変,2.3
モスキート,3.5
祭りの後は祭りの前,4.4
オストラ －歌声を届けて－,3.2
Elyse（原題）,-
俺を好きなのはお前だけかよ　俺たちのゲームセット,3.9
Funny Face（原題）,3.1
The Swordsman（英題）,4.1
Dawn,3.2
キャプテン・プードル,3.4
ハイファの夜,3.0
夜明け前のうた,-
息がつまりそう,2.9
アカリとマキコ,3.4
ハカイ団の野望 悲劇！オンライン会議の結末,3.1
The Postcard Killings（原題）,1.5
ブルーヘブンを君に,-
悠久の地、サッカラ遺跡: 眩き時代を語る,3.8
The Host（原題）,2.7
Miss Juneteenth（原題）,3.7
Sumo（原題）,-
岸辺,3.1
BLOOD-CLUB DOLLS2,1.2
頭痛が痛い,3.9
荒れ地,3.5
Archenemy（原題）,4.0
傍観者あるいは偶然のテロリスト,3.8
Arkansas（原題）,2.4
でぃすたんす,3.8
ライジング・フェニックス　パラリンピックと人間の可能性,4.2
Kill It and Leave This Town（原題）,3.5
一本のワイン,2.7
Girl（原題）,-
映画　きかんしゃトーマス　チャオ！とんでうたってディスカバリー!!,2.8
2067（原題）,2.4
バージン協奏曲 それゆけ純白パンツ！,3.1
帰ってきたアメリカン・パイ ~アゲアゲJKニュー・ジェネレーション~,2.8
High Ground（原題）,3.0
Beginning（原題）,4.5
たわわなときめき,3.5
ブラック・リッジ,2.1
孤独の夜,3.1
ムカチノカチカ,4.0
コーンフレーク,3.8
ファイヤーボール　宇宙からの来訪者,3.2
Persian Lessons（原題）,3.6
私のママでいる,3.1
Echo Boomers（原題）,-
新青春,3.6
トマトは大嫌い,2.8
Think Like a Dog（原題）,3.1
Wander（原題）,-
マジック・ワールド ビーストと闇の支配者,2.3
ドラマクイーン　フルコーラス,2.6
ランニング・デッド／THE RUNNING DEAD,2.6
ぼくだけの宿題,3.5
きっと大丈夫,3.8
ダイナソ―・デイナ,2.7
奇跡との出会い。―心に寄り添う。３―,4.2
FRIDAY,3.5
Infamous（原題）,2.3
The Windermere Children（原題）,4.2
The Evening Hour（原題）,3.5
マリブ・レスキューチーム: ネクストウェーブ,3.0
The Disciple（原題）,3.5
ティティ,3.2
サヴェージＸフェンティ･ショー２,4.1
Sister,3.6
Fear of missing out,3.4
West End Girls,3.3
りさいくるずー　まもれ！もくようびは資源ごみの日,3.0
フィアレス　スーパー・ベイビーズに立ち向かえ！,2.9
父親募集中,3.2
レジェンド・オブ・キングダム 勇者マイロックと聖なる甲冑の伝説,1.7
パンク,3.2
じょりく!,1.2
アスタースクールデイズ,3.6
辻占恋慕,-
M!LK Juvenilizm 青春主義 Special Short Film,4.2
2 Hearts（原題）,3.4
シリアスな男たち,3.3
ルーナのために,3.3
Good Neighbor(英題）,3.3
タヌキ計画,3.5
ROUTINE,4.1
愛で家族に　同性婚への道のり,3.7
The Hoarding（原題）,-
The Owners（原題）,2.4
What About Love（原題）,-
Four Good Days（原題）,3.6
Dil Bechara（原題）,3.6
レガシー・オブ・ライズ,2.6
縁側ラヴァーズ,2.8
最短距離は回りくどくて、　落花流水,3.8
橘アヤコは見られたい,3.6
ミュージカル「刀剣乱舞」　歌合　乱舞狂乱 2019 4DX,4.3
The Eight Hundred（英題）,3.5
デッド・フラワーズ,-
Fatale（原題）,3.6
アスファルト・バーニング,3.1
The Bay of Silence（原題）,3.4
ドッキング！,3.2
LUGINSKY,3.5
メコン2030,3.0
ギニーとサニーの結婚,3.4
クラウディア・キシ倶楽部,3.7
青い蜜の香り,3.0
Bad Tales（英題）,-
Rebuilding Paradise（原題）,3.8
光をとめる,3.6
SINKHOLE（英題）,-
Zappa（原題）,3.8
The day i died : unclosed case(英題）,3.4
POP！,-
Rogue（原題）,2.7
キラー・テナント,3.5
霞姫霊異記,3.5
Future is MINE - アイヌ、私の声 -,3.5
猫のルーファスと魔法の王国,2.5
零世紀 エメラルダス,-
ジュエルペット あたっくとらべる！,-
デート・ア・バレット　デッド・オア・バレット,3.3
WAVE!! サーフィンやっぺ!!　第二章,2.8
怪談新耳袋 Gメン 2020,3.3
Hidden Away（英題）,3.8
Berlin Alexanderplatz（原題）,3.7
Hard Kill（原題）,1.7
A Good Man（原題）,3.7
The Painter and the Thief（原題）,4.0
マイエクササイズ,3.5
Three Sisters（英題）,-
はるかのとびら,3.0
追憶と槌,2.8
The Quarry（原題）,3.0
ハンナ・ギャズビーのダグラスに捧ぐ,4.3
The Intruder（英題）,2.8
Dead Reckoning（原題）,-
マライア・キャリー　マジカル クリスマス スペシャル,2.7
大きい女の子は好きですか？,2.0
青の生徒会 参る！ season1 花咲く男子たちのかげに,2.3
One of These Days（原題）,3.7
Padre Nostro（原題）,4.0
The Dark And The Wicked（原題）,3.2
Chick Fight（原題）,2.5
未亡人,3.6
ヒロシマへの誓い サーロー節子とともに,4.3
Angrezi Medium（原題）,3.2
劇場版　忍者じゃじゃ丸くん,3.2
Guilty: 不実の代償,2.9
ソリクン（仮）,3.6
Gunda（原題）,-
バッド・プレジデン ト 悪魔に魂を売った??大統領,2.9
More than Family(英題）,2.6
三国志　周瑜と孫策,2.7
二人小町,-
Light・Walk,2.7
ミスりんご,3.4
Summertime（原題）,3.8
シャフリヤールの昼と夜,4.5
The Dissident（原題）,4.4
Friendsgiving（原題）,-
Critical Thinking（原題）,5.0
Firemen（英題）,-
WAVE!! サーフィンやっぺ!!　第三章,3.3
サマショール 遺言　第6章,3.7
The Rescue（英題）,3.0
The Very Excellent Mr. Dundee（原題）,-
ほんとにあった！呪いのビデオ 87,2.5
縁側ラヴァーズ2,2.7
ねばぎば　新世界,-
闇に棲むもの,1.7
The Pale Door（原題）,2.3
飛んだ視線,3.2
義理の姉妹,3.5
Point and Line to Plane（原題）,4.3
エージェント：カッター　暴走特急,2.0
Charter（原題）,3.5
Farewell Amor（原題）,3.1
夏日春風,3.2
ビボス　奪われた未来,3.7
クラス '83,3.1
漆黒の井戸の底から,2.3
忘れたフリをして,4.1
"Bloody Nose, Empty Pockets（原題）",4.0
猫と塩、または砂糖,-
Diva (英題）,-
Dominion（原題）,-
レディ・ヒットマン,1.1
パンデミック・ハウス,2.0
Monsters of Man（原題）,3.3
此処に住むの素敵,3.8
明日への片道切符,3.6
彼女の告発,3.6
Baaghi 3（原題）,4.0
Charm City Kings（英題）,2.9
Walkaway Joe（原題）,1.9
マイルストーン,3.5
ムーチョ・ムーチョ・アモール: カリスマ占星術師ウォルター・メルカド,3.6
Home Front（原題）,-
ジュラシック・アイランド,2.0
揉めよドラゴン　爆乳死亡遊戯,3.5
たまには、大きな声で,2.7
ワイルドグラス,3.4
18 regali（原題）,3.5
The Lost Husband（原題）,3.1
12 Hour Shift（原題）,2.2
Books of Blood（原題）,1.7
ダンスに夢乗せて: ホットチョコレート・ナッツクラッカー,3.9
愛のくだらない,4.1
日本統一38,3.7
地元ピース！ 幻想ドライビング,3.8
Bad Trip（原題）,3.9
スウィング・オブ・シングス,2.3
"ピート・デヴィッドソンのNYから生""存""放送",3.5
DEEMO THE MOVIE,-
ある役者達の風景,-
Spaceship Earth（原題）,5.0
Miss Marx（原題）,-
ゾンビーズ・フロム・セクター9,2.9
Nowhere Special（原題）,3.7
ディア・スナイパー,2.5
レイディオ,3.0
Dream Horse（原題）,3.5
そこからの光　未来の私から私へ,3.3
雨の方舟,2.4
Son of the South（原題）,-
Shock Wave 2（英題）,3.7
日本統一40,3.8
ほんとにあった！呪いのビデオ 88,2.4
Malmkrog（原題）,2.0
ほんとにあった！呪いのビデオ BEST OF BEST,2.8
サイコウノバカヤロウ　青森純情編,2.7
Dinner in America（原題）,4.0
Female,3.3
スペリング・ビーへの挑戦,3.4
女優たち,5.0
I Used to Go Here（原題）,-
トップガンナー,2.1
レジェンド・オブ・ヒドゥンタウン～隠市奇聞録～,2.7
ディストリクト－Ｘ,1.8
影と呼ばれた男たち3,-
眠れる森のミチコ,3.9
おっさんとわたし,3.3
見上げた空とマスク,3.4
ピアノマン,2.6
STAND WITH HK,4.1
Beauty Water（英題）,3.2
織田同志会・織田征仁,4.2
ソタイ〜組織犯罪対策部vs反社会勢力〜,3.5
影と呼ばれた男たち4,-
トッコ・ビンはアップデート中,1.9
アワー・アワー わたしたちの時間,4.2
Hunter Hunter（原題）,3.2
Our Season（英題）,-
ヴィール・ダースのインド、それもこれも,3.9
The 2nd（原題）,2.9
A Nice Girl Like You（原題）,2.7
10年、渋谷をさ迷って A decade of roaming,-
Max Cloud（原題）,-
Shark Encounters Of The Third Kind（原題）,-
光の輪郭と踊るダンス,-
日本統一外伝~山崎一門~,3.6
ほんとにあった！呪いのビデオ 89,2.1
アフガン・クライシス,2.1
トライアングルな夜,3.3
ククリレイジュ 三星堆伝奇,-
The Big Ugly（原題）,-
Lazy Susan（原題）,2.6
Save Yourselves!（原題）,3.0
Hanukkah（原題）,1.2
あらののはて,3.3
マジック・スクール・バス: 宇宙ステーションへGO!,-
デニス・ホー　ビカミング・ザ・ソング,4.2
ワイルド・ブレイク,2.2
闇動画24,3.1
ワンス・アポン・ア・タイム・イン・ベネズエラ,4.0
Malasaña 32（原題）,3.4
今宵、奇跡の起きる温泉で。,3.0
ジャスティス・リーグ:ダーク アポコリプス・ウォー,4.4
ジャン・ズーヤー：神々の伝説,3.2
Torbaaz（原題）,4.0
Oh! My Gran（英題）,3.6
"Quo vadis, Aida?（原題）",3.9
7リミット・キルズ,2.8
いつか 裏切りは雌の顔,3.1
Police（原題）,-
The Last Shift（原題）,3.5
ディズニーネイチャーゾウの足跡を追って,3.6
ニャンてこと!,3.7
浅草花やしき探偵物語　神の子は傷ついて,3.5
映画版『清掃する女』,3.6
When the fog clears 霧が晴れるとき,-
Hysteric Betty,2.8
日本統一39,4.0
アカデミー・オブ・マジック　オーラと魔法学校の秘密,2.9
クリアショット,1.8
ブリード・キャンプ　家畜収容所,2.2
ボリショイ・バレエ in シネマ Season 2019-2020 「白鳥の湖」,4.1
劇場公開版 eastern youth 日比谷野外大音楽堂公演 2019.9.28,3.7
My Little Sister（英題）,2.7
Tanhaji: The Unsung Warrior（原題）,4.3
The Killing of Two Lovers（原題）,3.6
ディズニーネイチャー 知られざるイルカの世界,4.0
バットマン：デス・イン・ザ・ファミリー,2.4
The Ties（英題）,3.3
日本統一41,3.8
ヘヴンクエスト　導かれし勇者達,1.4
モンブランの女,3.6
ほんとにあった！呪いのビデオ 90,2.6
カルメン・サンディエゴ: 運命のミッション,3.2
Lyod 2（原題）,3.5
Uppercase Print（英題）,5.0
I Carry You With Me（原題）,4.0
"Nadia, Butterfly（原題）",4.5
ウィール・オブ・フェイト～映画『無法松の一生』をめぐる数奇な運命～,3.8
Un medecin de nuit（原題）,-
Und morgen die ganze Welt（原題）,2.9
ブルース・スプリングスティーン Letter to You,3.6
マジック・スクール・バス: 3人のフリズル先生,-
淀川アジール　さどヤンの生活と意見,3.5
The Hunt（原題）,-
レベッカ,3.7
雀色の永訣,4.9
RUN BOY RUN（英題）,3.8
リホーム　血祭り伝説,3.3
Street Dancer 3D（原題）,3.8
Stump the Guesser（原題）,2.4
The Alien（英題）,-
ロブ・シュナイダーのママはアジアン、子はメキシカン,3.3
What We Found（原題）,-
化身,3.4
アルター・ミー: 心に耳を傾けて,2.6
孫悟空 vs 猪八戒,-
ケヴィン・ハートのもう知らねえ!,3.8
ショーン・メンデス: ライブ・イン・コンサート,4.5
レジェンド・オブ・ヒドゥンタウン～妖舞炎奇譚～,-
最短距離は回りくどくて、　雨とソーダ水,3.6
ボリショイ・バレエ in シネマ Season 2019-2020 「ジゼル」,3.8
Servants（英題）,3.5
アナ・ザ・ワールド,-
Legionnaire's Trail（原題）,1.7
グルグル・ゴキル ～はちゃめちゃ教師～,3.9
On the Record（原題）,4.1
Emperor（原題）,-
Never Gonna Snow Again（原題）,4.0
思い出の家,3.5
The Truffle Hunters（原題）,-
Smiley Face Killers（原題）,-
Half Brothers（原題）,3.3
薄明りのパレード,3.7
Shakespeare's Sh*tstorm（原題）,-
Shithouse（原題）,2.3
若妻たちの午後 秘蜜DELUXE,2.8
日本統一外伝~山崎一門2~,3.1
権力の階段～総理への道～,2.9
野良猫とパパ活,2.7
魔女,3.3
グレー・ゾーン,-
闇動画25,3.7
ホラーちゃんねる 関西版,1.5
Schwarze Milch（原題）,2.0
Corona Zombies（原題）,1.2
ルーツ～ヤマトとユダヤが手を合わすとき～,-
Sulphur and White（原題）,-
アクセプト,3.1
Giving Voice（原題）,3.3
Spell（原題）,3.5
ブレイク・タウン,-
